Team,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
MEM,22,12/5/16,@,NOP,W,110,108,98.4,96.6,92.5,0.202,0.327,0.486,53,54.8,7.2,6,,0.466,11,21.3,0.125,,0.444,9.2,88.9,0.202
MEM,23,12/6/16,,PHI,W,96,91,97.2,92.1,98.8,0.407,0.198,0.473,54.1,54.5,8.1,12.2,,0.395,11.4,25,0.326,,0.476,14.6,82,0.159
MEM,24,12/8/16,,POR,W,88,86,92.5,90.4,95.1,0.345,0.23,0.439,52.7,41.9,8.4,3.7,,0.391,10.7,27.8,0.23,,0.348,10.8,76.8,0.354
MEM,25,12/10/16,,GSW,W,110,89,113.9,92.1,96.6,0.333,0.299,0.551,52.8,60.5,10.4,10,,0.483,9.1,25.6,0.299,,0.5,21.1,78.3,0.156
MEM,26,12/13/16,@,CLE,L,86,103,90.4,108.3,95.1,0.174,0.256,0.464,48.3,54.3,10.5,12,,0.43,13.9,23.4,0.14,,0.531,15.7,76.2,0.21
MEM,27,12/14/16,,CLE,W,93,85,102.3,93.5,90.9,0.198,0.284,0.528,57.9,62.9,9.9,4,,0.506,16.2,29.8,0.136,,0.433,11.9,85.4,0.267
MEM,28,12/16/16,,SAC,L,92,96,101.7,106.2,90.4,0.468,0.325,0.495,51.1,65.5,7.7,14.3,,0.409,12.3,28.9,0.377,,0.431,10.3,72.3,0.338
MEM,29,12/18/16,,UTA,L,73,82,85.9,96.5,85,0.194,0.247,0.362,53.3,42.9,9.4,2.6,,0.312,7.3,33.9,0.161,,0.515,16.3,85.3,0.212
MEM,30,12/20/16,,BOS,L,109,112,112,115.1,88.2,0.277,0.319,0.517,55.9,60.5,10.3,6.8,,0.468,11,34,0.223,,0.481,10.1,81.4,0.42
MEM,31,12/21/16,@,DET,W,98,86,108.2,94.9,90.6,0.232,0.366,0.542,45.2,71.4,9.9,8.2,,0.5,8.1,16.3,0.195,,0.403,16.1,75.6,0.389
MEM,32,12/23/16,,HOU,W,115,109,122.8,116.4,93.6,0.309,0.309,0.625,47.4,56.1,9.6,8.1,,0.586,9.8,20.5,0.247,,0.539,12.8,74.4,0.146
MEM,33,12/26/16,@,ORL,L,102,112,112,123,91.1,0.368,0.329,0.577,44.9,48.6,7.7,6.7,,0.526,6.4,7.9,0.289,,0.587,8.8,80,0.128
MEM,34,12/27/16,@,BOS,L,103,113,109.4,120.1,94.1,0.33,0.341,0.511,44,59.5,14.9,9.3,,0.472,9.8,28.3,0.227,,0.553,15.3,63.2,0.224
MEM,35,12/29/16,,OKC,W,114,80,127.4,89.4,89.5,0.244,0.268,0.628,50,55.8,8.9,17.3,,0.604,11.7,30.6,0.183,,0.365,16.6,66.7,0.351
MEM,36,12/31/16,@,SAC,W,112,98,134.4,117.6,83.3,0.103,0.402,0.616,50.6,56.8,7.2,6.8,,0.603,7.1,30,0.08,,0.507,12.5,71.8,0.347
MEM,37,1/3/17,@,LAL,L,102,116,108.6,123.5,93.9,0.455,0.403,0.552,47.6,60,6.4,2,,0.455,9.8,12.8,0.416,,0.616,8.7,79.1,0.183
MEM,38,1/4/17,@,LAC,L,106,115,111.6,121.1,95,0.284,0.318,0.535,48.9,78.9,6.3,10,,0.494,8.3,24.5,0.216,,0.568,12.3,79.5,0.438
MEM,39,1/6/17,@,GSW,W,128,119,119.8,111.3,96.8,0.184,0.32,0.575,51.6,58,12.2,0,,0.549,9.7,27.5,0.146,,0.542,13.8,82.5,0.349
MEM,40,1/8/17,,UTA,W,88,79,99.8,89.6,88.2,0.179,0.308,0.523,46.3,55.9,12.5,4.1,,0.494,13.4,13.5,0.141,,0.451,17.2,74.4,0.194
MEM,41,1/11/17,@,OKC,L,95,103,99.5,107.8,95.5,0.228,0.261,0.469,42.4,47.4,11.5,9.1,,0.451,9,23.6,0.13,,0.494,14.6,70.3,0.284
MEM,42,1/13/17,@,HOU,W,110,105,112.4,107.3,97.9,0.355,0.355,0.626,59.2,61,8.2,7.3,,0.605,20,27.6,0.237,,0.463,10.9,78.7,0.354
MEM,43,1/15/17,,CHI,L,104,108,107,111.1,97.2,0.137,0.337,0.516,51.5,60,6.2,4.9,,0.479,9,24.1,0.137,,0.538,11.4,86,0.308
MEM,44,1/18/17,@,WAS,L,101,104,113.7,117.1,88.8,0.41,0.301,0.516,50,60.6,9,2,,0.446,10.9,34,0.325,,0.5,10.7,70,0.3
MEM,45,1/20/17,,SAC,W,107,91,115.2,98,92.9,0.301,0.337,0.569,62.4,55.3,6.5,8.5,,0.524,13.8,33.3,0.241,,0.447,10,89.6,0.303
MEM,46,1/21/17,,HOU,L,95,119,99.4,124.6,95.5,0.315,0.382,0.469,47.1,57.6,10.5,10.5,,0.421,10.6,25.9,0.225,,0.613,11.7,81.8,0.263
MEM,47,1/25/17,,TOR,W,101,99,112.4,110.2,89.8,0.321,0.282,0.567,50,50,3.3,12.1,,0.526,9.2,22,0.244,,0.478,7.4,73.5,0.12
MEM,48,1/27/17,@,POR,L,109,112,120.3,123.6,90.6,0.429,0.338,0.595,56,64.9,6.6,10.9,,0.539,10.7,28.6,0.338,,0.568,11.7,80,0.247
MEM,49,1/28/17,@,UTA,W,102,95,124.4,115.9,82,0.125,0.325,0.604,50,31.7,9.8,2.7,,0.581,7.7,20.6,0.113,,0.548,14.8,85.7,0.435
MEM,50,1/30/17,@,PHO,W,115,96,121.5,101.5,94.6,0.3,0.35,0.635,51.2,64.1,13.7,3.6,,0.588,15.8,25.6,0.263,,0.453,15.7,72.3,0.392
MEM,51,2/1/17,@,DEN,W,119,99,122.4,101.8,97.2,0.217,0.326,0.59,50.5,62.2,6.2,7.3,,0.565,7.4,24.4,0.163,,0.456,15.1,76.1,0.325
MEM,52,2/3/17,@,OKC,L,102,114,108.4,121.2,94.1,0.265,0.229,0.55,38.2,52.5,10.6,9.3,,0.5,11.5,20.5,0.229,,0.556,17.5,56.8,0.313
MEM,53,2/4/17,@,MIN,W,107,99,123.2,114,86.8,0.506,0.364,0.568,48.3,53.1,8.1,5.2,,0.481,8.7,31,0.429,,0.476,11.3,64.4,0.226
MEM,54,2/6/17,,SAS,W,89,74,99.2,82.4,89.8,0.309,0.235,0.484,53.2,56.3,8.9,17.5,,0.42,12.4,31.3,0.259,,0.39,15.1,76.1,0.122
MEM,55,2/8/17,,PHO,W,110,91,116.5,96.4,94.4,0.472,0.333,0.632,47.1,68.6,6.4,12.5,,0.583,20.2,28.2,0.361,,0.362,12.8,62.5,0.322
MEM,56,2/10/17,,GSW,L,107,122,109,124.3,98.2,0.425,0.299,0.518,58,58.8,6.1,9.1,,0.443,14.8,38.3,0.345,,0.604,11.4,85.3,0.377
MEM,57,2/13/17,@,BRK,W,112,103,119.3,109.7,93.9,0.351,0.286,0.63,56.2,64.1,7.5,2.2,,0.565,11.9,16.1,0.325,,0.537,11.8,85.7,0.183
MEM,58,2/15/17,,NOP,L,91,95,96.3,100.5,94.5,0.281,0.371,0.455,55.8,66.7,8.5,5.3,,0.404,13,27.7,0.213,,0.547,12.4,89.7,0.173
MEM,59,2/24/17,@,IND,L,92,102,101.3,112.3,90.8,0.274,0.321,0.489,43.8,57.1,12.1,9.6,,0.47,10.5,22.2,0.155,,0.583,16.2,77.1,0.141
MEM,60,2/26/17,@,DEN,W,105,98,115.2,107.5,91.1,0.313,0.413,0.577,55.7,58.3,9.9,4,,0.519,14.2,31,0.275,,0.506,11.6,78.3,0.155
MEM,61,2/28/17,,PHO,W,130,112,137.7,118.6,94.4,0.337,0.291,0.658,54.9,50,6.4,4.8,,0.628,9.2,33.3,0.256,,0.56,11.4,77.1,0.229
MEM,62,3/3/17,@,DAL,L,100,104,108.2,112.5,92.5,0.268,0.341,0.545,46.4,42.1,4.3,0,,0.518,9.8,15.9,0.183,,0.506,7.9,80,0.256
MEM,63,3/4/17,@,HOU,L,108,123,111.1,126.5,97.2,0.216,0.289,0.508,51.7,60.5,8.2,16.7,,0.485,10.9,34,0.144,,0.615,13,74.4,0.346
MEM,64,3/6/17,,BRK,L,109,122,111.2,124.5,98,0.506,0.325,0.579,47.4,67.6,7.1,4.7,,0.506,13.7,19,0.403,,0.63,15.1,80.6,0.411
MEM,65,3/9/17,,LAC,L,98,114,103.5,120.3,94.7,0.265,0.241,0.529,42,70.3,6.3,4.2,,0.488,8.9,13,0.205,,0.583,13.4,80,0.295
MEM,66,3/11/17,,ATL,L,90,107,94.2,112,95.6,0.256,0.322,0.449,47.1,64.7,11.5,7.1,,0.406,11.5,24.5,0.189,,0.604,17.7,82.4,0.278
MEM,67,3/13/17,,MIL,W,113,93,133.4,109.8,84.7,0.291,0.342,0.634,53.6,73.2,13,0,,0.608,11.9,31.4,0.215,,0.567,17.4,76.5,0.254
MEM,68,3/15/17,@,CHI,W,98,91,113.6,105.5,86.2,0.212,0.365,0.527,53.6,72.2,2.3,4.8,,0.488,10.6,31.1,0.176,,0.434,4.9,73.1,0.132
MEM,69,3/16/17,@,ATL,W,103,91,112.5,99.4,91.5,0.196,0.304,0.515,55.8,74.4,7.6,11.4,,0.478,9.9,34.8,0.163,,0.465,16.5,80,0.352
MEM,70,3/18/17,,SAS,W,104,96,116.8,107.8,89,0.408,0.395,0.58,45.5,62.5,7.9,6.4,,0.507,10,17.5,0.355,,0.5,15,75.7,0.28
MEM,71,3/21/17,@,NOP,L,82,95,87.1,100.9,94.1,0.165,0.443,0.484,44.6,53.1,7.4,5.1,,0.462,15,9.3,0.114,,0.449,11.1,75.5,0.182
MEM,72,3/23/17,@,SAS,L,90,97,105.7,113.9,85.2,0.192,0.372,0.532,54.5,52.9,4.7,7.8,,0.5,13.3,25.6,0.154,,0.532,6.4,84.2,0.195
MEM,73,3/26/17,@,GSW,L,94,106,106.8,120.4,88,0.176,0.341,0.513,50,55.3,12.5,0,,0.494,12.4,30.2,0.118,,0.669,18.8,77.4,0.155
MEM,74,3/27/17,@,SAC,L,90,91,109.7,111,82,0.322,0.289,0.438,55.6,48.4,4.9,4.8,,0.372,6.4,40.4,0.256,,0.507,12.1,76.5,0.343
MEM,75,3/29/17,,IND,W,110,97,121.2,106.9,90.7,0.205,0.364,0.573,50,53.7,8.8,5,,0.534,7.7,22.5,0.182,,0.494,11.6,73.9,0.153
MEM,76,3/31/17,,DAL,W,99,90,113.3,103,87.4,0.267,0.36,0.591,55.3,65.7,4.6,9.5,,0.54,13.4,20,0.24,,0.461,8.4,86.7,0.263
MEM,77,4/2/17,@,LAL,L,103,108,111.5,116.9,92.4,0.175,0.375,0.598,39.3,72.5,8.7,7.6,,0.581,14,12.8,0.125,,0.512,11.8,62.2,0.247
MEM,78,4/4/17,@,SAS,L,89,95,93.1,99.4,86.6,0.202,0.281,0.459,52.1,74.3,9.4,3.4,,0.438,13.4,24,0.124,,0.506,14.6,82.6,0.175
MEM,79,4/5/17,,OKC,L,100,103,108.8,112.1,91.9,0.269,0.333,0.573,46.3,56.8,7.6,9.3,,0.532,13,17.9,0.218,,0.518,11.2,72.1,0.176
MEM,80,4/7/17,,NYK,W,101,88,122.3,106.6,82.6,0.16,0.36,0.629,48.1,52.6,3.6,15,,0.607,13,21.2,0.133,,0.466,6,67.4,0.068
MEM,81,4/9/17,,DET,L,90,103,101.6,116.3,88.6,0.173,0.28,0.557,39.5,63.9,13.5,5.6,,0.54,15.7,16.2,0.12,,0.561,16.8,61.5,0.134
MEM,82,4/12/17,,DAL,L,93,100,104.6,112.5,88.9,0.262,0.298,0.496,56.5,54.5,4.5,12.2,,0.44,13,35.6,0.226,,0.5,11.9,80,0.333
NOP,1,10/26/16,,DEN,L,102,107,95.3,99.9,107.1,0.283,0.207,0.493,36.3,81.6,14.9,8.5,,0.429,9.6,9.6,0.25,,0.494,19.7,71.8,0.301
NOP,2,10/28/16,,GSW,L,114,122,105.8,113.2,107.7,0.23,0.22,0.518,50,61.7,7.4,7.9,,0.495,10.6,23.1,0.15,,0.533,11.9,80.4,0.275
NOP,3,10/29/16,@,SAS,L,79,98,84.4,104.7,93.6,0.174,0.256,0.427,47.4,43.8,6.4,8.5,,0.395,8.9,13.7,0.128,,0.482,8.8,86.4,0.217
NOP,4,11/1/16,,MIL,L,113,117,110.9,114.8,101.9,0.5,0.317,0.565,46.2,63.9,12.8,8.5,,0.494,11.5,19.1,0.39,,0.538,13,75,0.209
NOP,5,11/2/16,@,MEM,L,83,89,81.1,87,92.6,0.198,0.42,0.471,45.3,56.7,7.8,13.4,,0.438,19.3,11.4,0.148,,0.394,14.2,74.5,0.16
NOP,6,11/4/16,,PHO,L,111,112,104.6,105.5,96.2,0.298,0.319,0.522,42.2,65.1,6.6,18.8,,0.511,7,11.3,0.16,,0.473,12.5,75.5,0.258
NOP,7,11/7/16,@,GSW,L,106,116,108.3,118.5,97.9,0.338,0.263,0.577,53.1,66.7,8.2,1.8,,0.531,17.1,28.2,0.263,,0.589,13.6,76.2,0.111
NOP,8,11/8/16,@,SAC,L,94,102,101.1,109.7,92.9,0.214,0.25,0.511,50.6,60.5,5.4,16.1,,0.482,9.8,17.1,0.155,,0.531,10,86.8,0.198
NOP,9,11/10/16,@,MIL,W,112,106,113.8,107.7,98.4,0.303,0.281,0.555,49.5,56.4,9.1,9.6,,0.489,9,22.9,0.281,,0.473,9.7,76.6,0.22
NOP,10,11/12/16,,LAL,L,99,126,104.3,132.8,94.9,0.211,0.222,0.503,47.2,51.3,4.2,7.8,,0.467,9.2,24.5,0.167,,0.638,9.3,75,0.064
NOP,11,11/14/16,,BOS,W,106,105,106.3,105.3,99.8,0.456,0.266,0.559,51.1,45.7,9,7.4,,0.481,14.4,19.5,0.38,,0.463,8.8,77.6,0.179
NOP,12,11/16/16,@,ORL,L,82,89,86.8,94.2,94.4,0.232,0.256,0.454,49,63.3,5.3,14.8,,0.409,15.8,19.6,0.183,,0.443,11.1,75,0.125
NOP,13,11/18/16,,POR,W,113,101,116.7,104.3,96.8,0.244,0.293,0.622,43.5,68.9,9.3,22.2,,0.604,8.1,2.8,0.171,,0.443,12.3,73.5,0.261
NOP,14,11/19/16,,CHO,W,121,116,109.6,105.1,100,0.255,0.367,0.555,50.5,62.8,8.2,11.1,,0.51,9.2,18.5,0.214,,0.49,11.4,84.3,0.216
NOP,15,11/22/16,@,ATL,W,112,94,117.3,98.4,95.5,0.14,0.291,0.613,50,64.4,11.5,16.1,,0.587,9,12.8,0.128,,0.518,14.4,85.4,0.071
NOP,16,11/23/16,,MIN,W,117,96,110.5,90.7,105.9,0.277,0.289,0.628,52.3,60,9.4,8.7,,0.596,15.4,10.8,0.217,,0.401,14.5,83.7,0.314
NOP,17,11/25/16,@,POR,L,104,119,103,117.9,100.9,0.382,0.303,0.586,39.5,55.6,3,11.8,,0.559,13.6,4.8,0.25,,0.53,9.3,72.7,0.13
NOP,18,11/27/16,@,DAL,L,81,91,94.9,106.6,85.4,0.234,0.26,0.477,47.7,56.7,9.4,6,,0.422,13.3,22.2,0.208,,0.481,12.3,74.4,0.221
NOP,19,11/29/16,,LAL,W,105,88,111.2,93.2,94.5,0.284,0.352,0.53,53.5,63.2,10.6,5.3,,0.477,7.5,25.5,0.239,,0.454,11.2,82,0.103
NOP,20,12/2/16,,LAC,L,96,114,104.5,124.1,91.9,0.247,0.235,0.509,46,53.8,5.4,6.3,,0.488,10.5,22.2,0.153,,0.568,8.7,71.4,0.159
NOP,21,12/4/16,@,OKC,L,92,101,89.1,97.9,103.2,0.194,0.286,0.432,46.4,41.7,7.8,9.8,,0.398,9.4,20,0.143,,0.494,13,78,0.146
NOP,22,12/5/16,,MEM,L,108,110,96.6,98.4,92.5,0.212,0.323,0.499,47,53.8,6.3,10,,0.444,9.2,11.1,0.202,,0.466,11,78.7,0.125
NOP,23,12/8/16,,PHI,L,88,99,95.2,107.1,92.5,0.262,0.298,0.47,50.5,54.5,3.2,3.9,,0.435,11.4,23.9,0.179,,0.495,9.4,76.6,0.099
NOP,24,12/10/16,@,LAC,L,105,133,106.8,135.3,98.3,0.313,0.229,0.556,45.9,62.5,3.1,1.7,,0.53,14.5,20.5,0.205,,0.665,9.3,74.3,0.085
NOP,25,12/11/16,@,PHO,W,120,119,112.7,111.7,96.5,0.361,0.412,0.534,46.2,63.2,11.3,7.3,,0.474,8.9,24.6,0.289,,0.531,13,71.4,0.177
NOP,26,12/13/16,,GSW,L,109,113,106.4,110.4,102.4,0.256,0.427,0.597,50,66.7,11.7,18,,0.561,15.7,14.3,0.207,,0.516,10.4,81.3,0.158
NOP,27,12/15/16,,IND,W,102,95,101.1,94.2,100.9,0.326,0.314,0.519,54.9,63.9,5.9,12.1,,0.477,14,23.5,0.233,,0.431,11,86.3,0.23
NOP,28,12/16/16,@,HOU,L,100,122,98.5,120.2,101.5,0.204,0.276,0.468,45.2,42.5,3.9,18.2,,0.454,9.3,22.8,0.112,,0.574,12,72.3,0.149
NOP,29,12/18/16,@,SAS,L,100,113,105.5,119.3,94.7,0.157,0.292,0.525,43,70.7,8.4,9.4,,0.517,9.5,17.8,0.09,,0.552,12,70.7,0.209
NOP,30,12/20/16,@,PHI,W,108,93,111.4,96,96.9,0.28,0.183,0.517,56.6,70,2.1,6.1,,0.484,9.5,30.2,0.194,,0.47,12.5,87,0.195
NOP,31,12/21/16,,OKC,L,110,121,114.7,126.2,95.9,0.261,0.227,0.561,40.2,59.5,4.2,5,,0.523,8.4,14.3,0.205,,0.574,9.2,67.5,0.227
NOP,32,12/23/16,,MIA,W,91,87,96,91.7,94.8,0.236,0.315,0.463,46.4,51.5,9.5,10.4,,0.433,8.4,18.6,0.157,,0.46,13.1,78.4,0.08
NOP,33,12/26/16,,DAL,W,111,104,125.9,117.9,88.2,0.429,0.357,0.667,56.2,64.9,6.8,7,,0.614,10.7,15.2,0.357,,0.58,10.6,90,0.227
NOP,34,12/28/16,,LAC,W,102,98,109.5,105.2,93.2,0.241,0.333,0.53,43.3,57.5,11.8,8.8,,0.517,5.9,16,0.138,,0.452,9.7,68.5,0.138
NOP,35,12/30/16,,NYK,W,104,92,102.3,90.5,101.7,0.2,0.341,0.562,45.7,57.9,3.9,7.1,,0.518,12.3,4.8,0.188,,0.414,12.3,80,0.161
NOP,36,1/2/17,@,CLE,L,82,90,85.4,93.7,96,0.114,0.295,0.444,44.6,81.3,6.2,10.2,,0.426,12.3,15.1,0.08,,0.411,9.9,77.1,0.178
NOP,37,1/5/17,,ATL,L,94,99,96.7,101.8,97.2,0.151,0.376,0.474,48.6,55.9,8.2,6,,0.446,13.1,25.9,0.118,,0.472,12.6,75.5,0.156
NOP,38,1/7/17,@,BOS,L,108,117,114.7,124.3,94.2,0.271,0.365,0.568,47.2,55,7.4,12.3,,0.529,10.4,22,0.212,,0.527,8.9,68.8,0.204
NOP,39,1/9/17,@,NYK,W,110,96,121.3,105.8,90.7,0.226,0.321,0.595,46.4,58.5,12.1,12.5,,0.56,8,19.5,0.19,,0.488,13.2,72.1,0.153
NOP,40,1/12/17,@,BRK,W,104,95,96.8,88.4,107.4,0.278,0.356,0.515,50,42.1,11.2,7.3,,0.483,13.7,17.3,0.189,,0.459,13.6,85.4,0.062
NOP,41,1/14/17,@,CHI,L,99,107,101.7,109.9,97.4,0.25,0.274,0.531,40,69.2,3.1,7.4,,0.506,10.6,12.5,0.167,,0.465,8.3,63.2,0.129
NOP,42,1/16/17,@,IND,L,95,98,98.4,101.5,96.6,0.217,0.301,0.522,45.8,50,7.2,9.7,,0.494,13.3,16.7,0.157,,0.537,15.4,85.7,0.136
NOP,43,1/18/17,,ORL,W,118,98,114.4,95,103.2,0.161,0.387,0.592,48.9,60.9,10.7,8.9,,0.575,7.4,12.2,0.118,,0.506,16.2,90.7,0.102
NOP,44,1/20/17,,BRK,L,114,143,109.7,137.7,103.9,0.219,0.324,0.495,47.5,48.8,7.7,15.1,,0.462,7.3,29.5,0.162,,0.669,14,76.3,0.386
NOP,45,1/23/17,,CLE,W,124,122,123.9,121.9,100.1,0.345,0.448,0.619,48.3,60.5,8,19.6,,0.586,7.4,17.1,0.253,,0.543,9.6,76.1,0.226
NOP,46,1/25/17,,OKC,L,105,114,99.6,108.2,105.4,0.198,0.281,0.503,45.5,56.1,6.6,14.1,,0.484,10.3,17.3,0.125,,0.516,13.4,75.5,0.22
NOP,47,1/27/17,,SAS,W,119,103,123.5,106.9,96.4,0.151,0.323,0.6,55.1,60.4,8.3,8.8,,0.586,12.4,31.9,0.108,,0.459,10.9,76.5,0.294
NOP,48,1/29/17,,WAS,L,94,107,101.7,115.8,92.4,0.179,0.381,0.519,48.3,65.8,8.7,4.4,,0.512,13.4,22.2,0.095,,0.562,9.7,76.2,0.079
NOP,49,1/31/17,@,TOR,L,106,108,107.4,109.5,89.4,0.202,0.319,0.518,47,42.5,11.1,11.1,,0.489,9.7,24.5,0.149,,0.511,12.2,72.3,0.128
NOP,50,2/1/17,@,DET,L,98,118,99.3,119.6,98.7,0.171,0.256,0.556,45.5,51.2,6.1,8.1,,0.53,13.7,7.5,0.134,,0.602,9.5,86.5,0.136
NOP,51,2/4/17,@,WAS,L,91,105,93.9,108.4,96.9,0.262,0.202,0.486,47.7,48.6,4.1,11.5,,0.47,13.8,18.8,0.143,,0.518,11.5,82.5,0.229
NOP,52,2/6/17,,PHO,W,111,106,104.5,99.8,106.2,0.239,0.283,0.546,49.5,47.6,10.4,16.7,,0.505,11.3,18.4,0.196,,0.457,13.3,81.3,0.226
NOP,53,2/8/17,,UTA,L,94,127,101.7,137.4,92.4,0.325,0.312,0.534,43.5,48.6,6.5,10.7,,0.487,12.9,16.3,0.247,,0.625,7.6,71.4,0.193
NOP,54,2/10/17,@,MIN,W,122,106,125.8,109.3,97,0.36,0.333,0.702,55.8,60,8.2,5.5,,0.68,19.5,26.7,0.267,,0.5,11.9,74.5,0.293
NOP,55,2/12/17,@,SAC,L,99,105,99.7,105.8,99.3,0.256,0.378,0.543,43.9,67.6,10.1,4.3,,0.494,15.7,13.6,0.22,,0.519,17.5,78.9,0.308
NOP,56,2/13/17,@,PHO,W,110,108,106.8,104.9,103,0.449,0.359,0.589,46.3,51.4,7.8,7.1,,0.526,14.6,14.3,0.359,,0.473,14.8,71.1,0.215
NOP,57,2/15/17,@,MEM,W,95,91,100.5,96.3,94.5,0.293,0.24,0.561,44.2,48.6,10.6,8.9,,0.547,12.4,10.3,0.173,,0.404,13,72.3,0.213
NOP,58,2/23/17,,HOU,L,99,129,95.9,124.9,103.2,0.302,0.36,0.508,48.4,66.7,9.7,20,,0.453,17,25,0.244,,0.604,13.6,73.3,0.209
NOP,59,2/25/17,@,DAL,L,83,96,86.9,100.5,95.5,0.321,0.308,0.466,51.1,67.7,7.3,3.8,,0.429,17.6,20,0.205,,0.538,16.7,83.7,0.154
NOP,60,2/26/17,@,OKC,L,110,118,112.7,120.9,97.6,0.463,0.263,0.571,39.8,47.2,10.2,1.5,,0.5,9.4,15.9,0.375,,0.511,11.1,63.6,0.318
NOP,61,3/1/17,,DET,W,109,86,117.4,92.6,92.8,0.295,0.321,0.618,51.5,46.2,6.5,5,,0.558,13.7,22.9,0.282,,0.403,6,66.2,0.029
NOP,62,3/3/17,,SAS,L,98,101,93.2,96,95.2,0.264,0.275,0.482,47.5,57.1,1.9,2.9,,0.429,13.6,16,0.22,,0.453,9.4,78.4,0.158
NOP,63,3/5/17,@,LAL,W,105,97,103.5,95.6,101.5,0.393,0.27,0.503,47.3,63.9,11.8,9.1,,0.455,11.1,25.5,0.27,,0.518,21.8,73.8,0.133
NOP,64,3/6/17,@,UTA,L,83,88,88.4,93.7,93.9,0.214,0.393,0.451,50.5,53.3,11.7,5.6,,0.417,17.9,27.7,0.155,,0.469,17.8,73.9,0.148
NOP,65,3/8/17,,TOR,L,87,94,98,105.9,88.7,0.163,0.363,0.507,48.8,64.7,6.8,5.5,,0.481,14,19,0.125,,0.526,11.3,80,0.184
NOP,66,3/11/17,@,CHO,W,125,122,118.4,115.6,95.6,0.162,0.343,0.589,48.5,66,3.8,7.1,,0.576,8.6,18.8,0.111,,0.515,7.5,77.6,0.167
NOP,67,3/14/17,,POR,W,100,77,107.1,82.5,93.4,0.375,0.263,0.536,50.5,50,10.7,18.2,,0.513,5.1,9.1,0.225,,0.375,15.5,84.9,0.263
NOP,68,3/15/17,@,MIA,L,112,120,112.5,120.6,99.5,0.318,0.25,0.558,45.8,50,9,9.6,,0.528,11.5,19.5,0.216,,0.598,13.6,71.4,0.184
NOP,69,3/17/17,,HOU,W,128,112,121.5,106.3,105.3,0.261,0.37,0.624,54,59.2,7.6,13.7,,0.598,11.2,20,0.196,,0.478,10.2,81.8,0.275
NOP,70,3/19/17,,MIN,W,123,109,122.8,108.9,100.1,0.167,0.333,0.637,55.1,63.3,7,3.3,,0.622,14.2,25,0.122,,0.564,13.8,81,0.14
NOP,71,3/21/17,,MEM,W,95,82,100.9,87.1,94.1,0.216,0.33,0.493,55.4,45.7,8.5,6.8,,0.449,11.1,24.5,0.182,,0.462,15,90.7,0.114
NOP,72,3/24/17,@,HOU,L,107,117,106.1,116,100.9,0.154,0.418,0.551,37.9,68.3,8.9,13,,0.527,9.3,12,0.121,,0.548,15,66.7,0.161
NOP,73,3/26/17,@,DEN,W,115,90,113.7,88.9,101.2,0.124,0.278,0.562,55.6,60.4,5.9,5.7,,0.541,8.1,19.6,0.103,,0.411,8.2,87.7,0.126
NOP,74,3/27/17,@,UTA,L,100,108,109,117.8,91.7,0.3,0.313,0.552,43,45.9,7.6,12.1,,0.525,9,11.6,0.2,,0.571,9.7,74.4,0.129
NOP,75,3/29/17,,DAL,W,121,118,131.4,128.2,92.1,0.393,0.357,0.614,53.7,61.9,5.4,7.8,,0.571,5.7,26.8,0.298,,0.56,4.8,80.5,0.176
NOP,76,3/31/17,,SAC,W,117,89,114.9,87.4,101.8,0.2,0.347,0.566,46.4,60.9,15.7,17.1,,0.537,10.4,20.8,0.158,,0.422,17,71.4,0.144
NOP,77,4/2/17,,CHI,L,110,117,110,117,100,0.432,0.37,0.571,44.9,72.7,7,6.1,,0.469,11.1,13,0.42,,0.56,9.9,79.1,0.152
NOP,78,4/4/17,,DEN,L,131,134,130.3,133.3,100.5,0.17,0.32,0.609,41.2,58.8,5,11.6,,0.58,6.1,22.2,0.15,,0.601,8.5,62.5,0.152
NOP,79,4/7/17,@,DEN,L,106,122,104.2,119.9,101.8,0.131,0.232,0.506,39.8,40.4,10.8,6.5,,0.49,9.5,20.4,0.091,,0.635,18.6,67.6,0.295
NOP,80,4/8/17,@,GSW,L,101,123,106.3,129.5,95,0.221,0.244,0.535,39.1,57.1,3.2,1.6,,0.517,7.8,13.3,0.14,,0.563,8,66.7,0.156
NOP,81,4/11/17,@,LAL,L,96,108,97.6,109.8,98.4,0.253,0.278,0.547,45.3,78.4,5.1,7.6,,0.513,15.4,11.4,0.19,,0.523,10.1,81,0.182
NOP,82,4/12/17,@,POR,W,103,100,105,101.9,98.1,0.233,0.267,0.519,44.2,50,13.3,5.5,,0.489,10,22,0.167,,0.559,20.2,68.9,0.059
DAL,1,10/26/16,@,IND,L,121,130,105.8,113.7,103.6,0.173,0.462,0.541,48.5,57.8,7,10.8,,0.519,11.8,18.5,0.125,,0.559,12.9,83,0.28
DAL,2,10/28/16,,HOU,L,98,106,105.3,113.9,93.1,0.3,0.363,0.541,45.3,37.1,11.8,5.3,,0.488,9,14.3,0.25,,0.579,17.7,84.8,0.357
DAL,3,10/30/16,@,HOU,L,92,93,100.5,101.6,91.5,0.233,0.36,0.485,47.8,53.1,8.7,6,,0.436,8.7,25.5,0.198,,0.488,15.9,76.9,0.173
