Team,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
MIA,31,12/23/16,@,NOP,L,87,91,91.7,96,94.8,0.149,0.23,0.469,53.6,52.8,4.2,6.6,,0.46,13.1,21.6,0.08,,0.433,8.4,81.4,0.157
MIA,32,12/27/16,,OKC,L,94,106,102,115,92.2,0.256,0.268,0.515,41,38.9,10.8,6.3,,0.482,11.6,22,0.183,,0.543,15.5,62.2,0.207
MIA,33,12/29/16,@,CHO,L,82,91,84.4,93.7,97.1,0.159,0.341,0.467,46,78.8,6.2,14.9,,0.463,15.4,8.5,0.073,,0.414,7.3,79.2,0.151
MIA,34,12/30/16,@,BOS,L,114,117,121.8,125,93.6,0.111,0.311,0.604,56.5,72.9,7.5,19,,0.594,11.3,26.5,0.078,,0.628,13,85.7,0.324
MIA,35,1/1/17,,DET,L,98,107,105.2,114.9,93.1,0.234,0.338,0.577,41.5,71.4,6.4,6.3,,0.545,10.5,7.3,0.182,,0.541,11.1,75.6,0.163
MIA,36,1/3/17,@,PHO,L,90,99,98.9,108.8,91,0.176,0.253,0.459,46.7,50,8.8,7.4,,0.429,10.9,29.4,0.132,,0.526,17.2,68.3,0.234
MIA,37,1/4/17,@,SAC,W,107,102,113.6,108.3,94.2,0.403,0.389,0.631,60,68.6,8.5,15.5,,0.569,17.5,24.1,0.347,,0.564,15.8,88.9,0.179
MIA,38,1/6/17,@,LAL,L,100,127,99.7,126.6,100.3,0.293,0.348,0.481,39.8,44.7,5,10.3,,0.457,8.8,20,0.174,,0.552,9.2,62.5,0.219
MIA,39,1/8/17,@,LAC,L,86,98,89.3,101.8,96.3,0.25,0.321,0.461,49.5,45.2,6.2,8.9,,0.411,13.9,20.8,0.202,,0.471,10.2,81.3,0.198
MIA,40,1/10/17,@,GSW,L,95,107,94.4,106.4,100.6,0.189,0.333,0.487,48.9,65.8,6,6.8,,0.456,10.1,12.2,0.144,,0.517,10.3,88.9,0.209
MIA,41,1/13/17,@,MIL,L,108,116,119.1,128,90.6,0.217,0.386,0.594,37,80.5,6.6,12.3,,0.566,8.1,10.8,0.169,,0.556,10.5,63.9,0.338
MIA,42,1/17/17,,HOU,W,109,103,104.3,98.5,104.5,0.267,0.322,0.542,51.5,50,10.5,2,,0.517,13,22.4,0.178,,0.45,14.2,78.8,0.244
MIA,43,1/19/17,,DAL,W,99,95,110.2,105.8,89.8,0.397,0.274,0.577,54.8,45.7,4.5,2.2,,0.541,13.2,17.6,0.274,,0.537,9.4,87.2,0.085
MIA,44,1/21/17,,MIL,W,109,97,120.4,107.1,90.5,0.286,0.39,0.629,48.8,43.9,8.8,4.9,,0.617,11.3,14.7,0.182,,0.456,10.6,73.9,0.316
MIA,45,1/23/17,,GSW,W,105,102,105.4,102.4,99.6,0.314,0.349,0.536,51.1,52.6,9,6.9,,0.517,11.7,23.4,0.186,,0.511,12.6,82.9,0.136
MIA,46,1/25/17,@,BRK,W,109,106,111.5,108.5,97.7,0.301,0.277,0.58,54.8,57.5,7.2,13.3,,0.548,9.6,17.1,0.217,,0.519,14.1,89.5,0.288
MIA,47,1/27/17,@,CHI,W,100,88,103.5,91,96.7,0.124,0.27,0.533,48.8,61,13.4,3,,0.511,9.6,17.1,0.101,,0.437,18.2,79.1,0.241
MIA,48,1/28/17,,DET,W,116,103,127.4,113.1,91.1,0.288,0.35,0.644,47.5,42.9,6.6,7.8,,0.613,10.9,23.7,0.225,,0.539,11.3,69,0.079
MIA,49,1/30/17,,BRK,W,104,96,109.2,100.8,95.2,0.28,0.317,0.564,39.1,56.4,9.5,13.1,,0.543,10.7,11.6,0.183,,0.448,14.2,65.9,0.207
MIA,50,2/1/17,,ATL,W,116,93,116.3,93.3,99.7,0.204,0.344,0.572,52.2,51.1,10,18.3,,0.548,10.6,22.7,0.151,,0.436,13.6,80.4,0.209
MIA,51,2/4/17,,PHI,W,125,102,120.9,98.7,103.4,0.28,0.268,0.678,59.8,58.3,5.8,8.2,,0.659,18.6,27,0.207,,0.452,13.3,86.7,0.31
MIA,52,2/6/17,@,MIN,W,115,113,123.9,121.8,92.8,0.163,0.326,0.624,52.8,60,5.4,7.2,,0.61,15.6,33.3,0.116,,0.569,9.8,75.8,0.275
MIA,53,2/8/17,@,MIL,W,106,88,117,97.2,90.6,0.209,0.384,0.564,59.3,56.1,5.5,8.9,,0.541,13.8,33.3,0.151,,0.507,12.6,87.2,0.225
MIA,54,2/10/17,@,BRK,W,108,99,109.2,100.1,98.9,0.228,0.25,0.533,48.9,39,11.1,11.5,,0.484,12.1,28.3,0.207,,0.481,19.1,68.8,0.259
MIA,55,2/11/17,@,PHI,L,109,117,108.5,116.5,100.4,0.329,0.282,0.56,56.3,38.5,4,6.6,,0.5,16.3,28.9,0.282,,0.506,8.9,77.6,0.349
MIA,56,2/13/17,,ORL,L,107,116,106.6,115.5,100.4,0.325,0.265,0.564,41.6,35.9,7,9.2,,0.506,12.9,14,0.277,,0.533,12,67.4,0.222
MIA,57,2/15/17,@,HOU,W,117,109,128.7,119.9,90.9,0.286,0.417,0.619,52.9,61.4,3.3,14.9,,0.601,10.4,31.6,0.19,,0.489,7.4,69.4,0.276
MIA,58,2/24/17,@,ATL,W,108,90,112.2,93.5,96.2,0.131,0.374,0.516,54.5,75,7.3,8.5,,0.49,10.3,28.8,0.111,,0.418,9.5,83,0.304
MIA,59,2/25/17,,IND,W,113,95,119.2,100.2,94.8,0.397,0.397,0.617,50,60.5,9.5,6.8,,0.571,14.9,26.8,0.308,,0.424,13.5,71.1,0.271
MIA,60,2/27/17,@,DAL,L,89,96,102.8,110.9,86.5,0.157,0.313,0.502,51.7,56.8,12.7,6.9,,0.5,12.8,29.5,0.072,,0.493,13.1,74.4,0.276
MIA,61,3/1/17,,PHI,W,125,98,123,96.4,101.6,0.233,0.333,0.63,51.2,49,8.9,17.6,,0.617,11.6,21.1,0.156,,0.471,16.7,77.3,0.212
MIA,62,3/3/17,@,ORL,L,99,110,103,114.4,96.1,0.275,0.308,0.485,49.5,57.1,7.3,6.8,,0.429,8.1,25,0.231,,0.528,8.4,80.5,0.167
MIA,63,3/4/17,,CLE,W,120,92,138.6,106.2,86.6,0.136,0.386,0.643,59.3,43.5,6.9,8.7,,0.625,9.7,37.5,0.114,,0.555,15.6,80.5,0.151
MIA,64,3/6/17,@,CLE,W,106,98,112.3,103.8,94.4,0.154,0.385,0.545,42.2,59,7.4,11.8,,0.516,6.7,16.3,0.132,,0.506,15.8,73.2,0.244
MIA,65,3/8/17,,CHO,W,108,101,116.5,108.9,92.7,0.282,0.482,0.565,54.1,59.5,8.6,11.9,,0.535,11.2,28.3,0.2,,0.506,11.9,84.6,0.25
MIA,66,3/11/17,,TOR,W,104,89,112.9,96.6,92.1,0.458,0.389,0.601,42.2,60,8.7,13.7,,0.563,12.2,8.6,0.319,,0.386,10.8,66.7,0.239
MIA,67,3/12/17,@,IND,L,98,102,109.2,113.7,89.7,0.17,0.34,0.485,54,46.2,4.5,6,,0.463,7.3,35.2,0.117,,0.457,8.6,76.1,0.329
MIA,68,3/15/17,,NOP,W,120,112,120.6,112.5,99.5,0.218,0.402,0.629,54.2,52.3,9,4.5,,0.598,13.6,28.6,0.184,,0.528,11.5,80.5,0.216
MIA,69,3/17/17,,MIN,W,123,105,132,112.7,93.2,0.224,0.306,0.659,58.8,58,6.4,12.9,,0.635,13.8,34.5,0.176,,0.512,10.7,76.9,0.256
MIA,70,3/19/17,,POR,L,104,115,116.3,128.7,89.4,0.227,0.341,0.537,47.6,43.9,8.9,14,,0.517,8.5,30.2,0.148,,0.584,10.5,66.7,0.217
MIA,71,3/21/17,,PHO,W,112,97,109.5,94.8,102.3,0.24,0.281,0.528,54.4,40.5,12.7,7.6,,0.495,11.7,35.4,0.177,,0.463,20.2,76.2,0.256
MIA,72,3/23/17,,TOR,L,84,101,87.8,105.6,95.7,0.28,0.28,0.456,41.4,62.5,8.4,19.6,,0.427,14.8,20,0.171,,0.481,15.4,70.3,0.316
MIA,73,3/26/17,@,BOS,L,108,112,114.2,118.5,94.5,0.264,0.319,0.532,53.3,46.3,9.5,9.4,,0.489,12.9,37.2,0.209,,0.584,15.4,75,0.286
MIA,74,3/28/17,@,DET,W,97,96,108.1,107,89.7,0.354,0.266,0.531,46.3,50,5.6,6.9,,0.487,11.6,23.9,0.253,,0.471,11.3,67.3,0.188
MIA,75,3/29/17,@,NYK,W,105,88,115,96.4,91.3,0.202,0.298,0.574,43.5,45,12,10.9,,0.548,9.9,18.6,0.155,,0.399,12.5,65.3,0.191
MIA,76,3/31/17,,NYK,L,94,98,102.4,106.7,91.8,0.301,0.398,0.5,51.3,50,5.4,6.3,,0.458,12.1,26.2,0.217,,0.513,13.8,78.9,0.2
MIA,77,4/2/17,,DEN,L,113,116,115.3,118.3,98,0.241,0.31,0.587,50.6,61.9,3.1,13.4,,0.557,9.4,17.1,0.184,,0.534,7.5,85,0.264
MIA,78,4/5/17,@,CHO,W,112,99,128,113.2,87.5,0.143,0.476,0.627,52.6,57.5,5.7,13.2,,0.601,6.3,17.9,0.131,,0.5,6.3,89.2,0.269
MIA,79,4/7/17,@,TOR,L,94,96,98.1,100.2,95.8,0.349,0.277,0.491,50,48.5,10.4,7.7,,0.446,16.6,30.4,0.241,,0.465,13.6,71.4,0.2
MIA,80,4/8/17,@,WAS,W,106,103,109.6,106.5,96.8,0.45,0.225,0.553,45,62.2,13.4,11.9,,0.506,11.9,20,0.313,,0.531,17.3,70,0.21
MIA,81,4/10/17,,CLE,W,124,121,111.4,108.7,100.9,0.358,0.347,0.564,49.5,63.6,8.1,5.6,,0.526,10.6,18.4,0.253,,0.573,17.5,84.1,0.213
MIA,82,4/12/17,,WAS,W,110,102,117,108.4,94.1,0.136,0.273,0.59,60,41.3,2.1,6.6,,0.568,15.4,35,0.114,,0.523,9.7,82.2,0.126
CHO,1,10/26/16,@,MIL,W,107,96,110.9,99.5,96.5,0.27,0.258,0.537,52.6,67.5,5.2,13.2,,0.489,9.1,23.4,0.225,,0.44,7.4,80,0.163
CHO,2,10/28/16,@,MIA,W,97,91,99.8,93.6,97.2,0.261,0.239,0.473,48.5,57.1,10.3,17.3,,0.418,7.2,24.1,0.217,,0.453,16.7,76.6,0.151
CHO,3,10/29/16,,BOS,L,98,104,103.6,110,94.6,0.418,0.405,0.524,47.5,68.8,8.5,12,,0.462,7.9,13.6,0.316,,0.574,12.8,88.9,0.136
CHO,4,11/2/16,,PHI,W,109,93,113,96.4,96.5,0.329,0.43,0.603,54.3,64.1,8.3,6.3,,0.576,14.2,23.7,0.228,,0.465,15.5,81.4,0.151
CHO,5,11/4/16,@,BRK,W,99,95,96.2,92.3,103,0.279,0.349,0.513,51.6,66.7,6.8,5.9,,0.477,14.2,15.2,0.198,,0.454,13.5,85.7,0.184
CHO,6,11/7/16,,IND,W,122,100,116.6,95.6,104.6,0.381,0.381,0.622,45.3,73.2,11.5,6.6,,0.56,10.1,7,0.333,,0.473,15.2,76.9,0.117
CHO,7,11/9/16,,UTA,W,104,98,111.9,105.5,92.9,0.354,0.317,0.549,44.6,63.2,8.6,6.3,,0.512,7.8,12.2,0.244,,0.512,11.8,76.2,0.171
CHO,8,11/11/16,,TOR,L,111,113,117.1,119.2,94.8,0.258,0.441,0.536,55.9,57.9,1.1,5.9,,0.5,9.6,32.7,0.194,,0.511,4.8,83,0.233
CHO,9,11/13/16,@,CLE,L,93,100,100.6,108.1,92.5,0.126,0.305,0.464,45.9,63.9,7.6,5.6,,0.437,4.7,19.6,0.105,,0.5,8.4,74.5,0.087
CHO,10,11/15/16,@,MIN,W,115,108,117.3,110.1,98.1,0.275,0.3,0.641,46.3,58.1,10.2,11.1,,0.606,12.7,12.1,0.225,,0.511,15.5,70.2,0.191
CHO,11,11/18/16,,ATL,W,100,96,100.3,96.3,99.7,0.267,0.322,0.497,47.3,67.6,11,7.1,,0.467,9.9,16.3,0.178,,0.506,14.9,81.8,0.131
CHO,12,11/19/16,@,NOP,L,116,121,105.1,109.6,100,0.289,0.443,0.531,49.5,72.5,6.3,8.1,,0.49,11.4,15.7,0.216,,0.51,9.2,81.5,0.214
CHO,13,11/21/16,,MEM,L,90,105,99.7,116.3,90.3,0.452,0.425,0.514,49.4,66.7,6.6,15.5,,0.473,10.3,19,0.288,,0.548,9.9,83.8,0.155
CHO,14,11/23/16,,SAS,L,114,119,119.8,125,95.2,0.202,0.225,0.588,56.4,66.7,3.2,5.5,,0.567,13.4,31.6,0.146,,0.587,8.7,80,0.209
CHO,15,11/25/16,@,NYK,L,111,113,105.7,107.6,95.1,0.29,0.312,0.529,45.5,58.1,5.7,5.8,,0.505,11,19.2,0.183,,0.521,13.5,73.5,0.124
CHO,16,11/26/16,,NYK,W,107,102,108.2,103.1,98.9,0.525,0.275,0.543,53.1,45.7,3,13.6,,0.488,9.2,21.7,0.363,,0.439,7,80.8,0.163
CHO,17,11/28/16,@,MEM,W,104,85,107.5,87.9,96.7,0.378,0.317,0.544,52.8,66.7,3.1,6.7,,0.494,12,20.9,0.28,,0.444,11.2,82.6,0.067
CHO,18,11/29/16,,DET,L,89,112,93.6,117.8,95.1,0.269,0.346,0.51,47.6,67.7,7.4,7.8,,0.455,13,12.5,0.231,,0.554,10.2,79.5,0.109
CHO,19,12/1/16,,DAL,W,97,87,105.4,94.5,92.1,0.419,0.243,0.553,48.8,68.6,5.4,10.9,,0.507,10.2,11.1,0.297,,0.424,10.5,79.5,0.163
CHO,20,12/3/16,,MIN,L,120,125,110.4,115,98.4,0.257,0.356,0.534,49.5,68.2,5.5,10.1,,0.505,11.1,26,0.178,,0.5,8,72.5,0.179
CHO,21,12/5/16,@,DAL,W,109,101,117.7,109.1,92.6,0.354,0.228,0.597,60.2,52.5,2.2,9.4,,0.525,11.6,25.7,0.329,,0.489,6.7,83,0.157
CHO,22,12/7/16,,DET,W,87,77,89.1,78.8,97.7,0.33,0.239,0.432,47.2,43.3,7.2,3.2,,0.375,4.7,9.1,0.239,,0.404,11.5,86.8,0.056
CHO,23,12/9/16,,ORL,W,109,88,116.6,94.2,93.5,0.271,0.259,0.573,59.6,56.1,4.3,8.8,,0.535,11.2,29.5,0.212,,0.423,7.6,83.6,0.121
CHO,24,12/10/16,@,CLE,L,105,116,110.2,121.7,95.3,0.279,0.314,0.544,49.4,61.5,5.2,0,,0.512,12.7,26.7,0.198,,0.664,16.6,79.4,0.26
CHO,25,12/12/16,@,IND,L,94,110,96.2,112.6,97.7,0.381,0.31,0.479,52.3,57.1,8.2,7.7,,0.393,11.7,19.6,0.333,,0.585,10.6,88.1,0.08
CHO,26,12/14/16,@,WAS,L,106,109,112.1,115.3,94.5,0.284,0.446,0.637,44.6,65.8,7.4,11.6,,0.608,17.8,14.7,0.216,,0.546,12.9,70,0.161
CHO,27,12/16/16,@,BOS,L,88,96,91.3,99.5,96.4,0.196,0.309,0.418,53.5,65.6,10.4,8,,0.371,10.2,28.1,0.165,,0.494,12.7,88.1,0.244
CHO,28,12/17/16,@,ATL,W,107,99,111.3,103,96.1,0.148,0.307,0.571,47.8,60.5,8.3,5,,0.557,11.4,15.6,0.102,,0.523,11.4,80,0.105
CHO,29,12/20/16,,LAL,W,117,113,124.4,120.2,94,0.255,0.266,0.559,52.4,69.8,5.3,3.5,,0.516,8.7,34.8,0.213,,0.578,11.2,73.7,0.1
CHO,30,12/23/16,,CHI,W,103,91,113.5,100.3,90.7,0.333,0.214,0.535,48,67.6,6.6,17.6,,0.47,9.4,25.5,0.286,,0.432,8.2,67.9,0.083
CHO,31,12/26/16,@,BRK,L,118,120,118.2,120.3,99.8,0.266,0.277,0.562,53,52.3,11,6.8,,0.511,9.5,25.5,0.234,,0.633,14.5,88.9,0.333
CHO,32,12/28/16,@,ORL,W,120,101,128.9,108.5,93.1,0.226,0.286,0.65,58.2,54.3,7.5,5.8,,0.607,12.3,29.4,0.214,,0.541,12.6,80,0.093
CHO,33,12/29/16,,MIA,W,91,82,93.7,84.4,97.1,0.194,0.28,0.451,54,50,9.3,14.8,,0.414,7.3,20.8,0.151,,0.463,15.4,91.5,0.073
CHO,34,12/31/16,,CLE,L,109,121,122.1,135.6,89.2,0.295,0.308,0.618,52.7,60,3.4,13,,0.571,11.1,27,0.256,,0.588,5.9,78.4,0.247
CHO,35,1/2/17,@,CHI,L,111,118,116.5,123.8,95.3,0.265,0.229,0.599,43,58.5,7.3,4.5,,0.548,13.1,18.9,0.241,,0.506,8.9,64.3,0.3
CHO,36,1/4/17,,OKC,W,123,112,121.3,110.5,101.4,0.613,0.3,0.606,45.7,67.6,7.9,15.2,,0.519,9.8,21.3,0.5,,0.484,11.7,70.2,0.198
CHO,37,1/5/17,@,DET,L,114,115,114.4,115.4,99.7,0.374,0.286,0.538,46.7,54.1,4,7.2,,0.462,4.5,16.7,0.33,,0.454,5.9,71.9,0.278
CHO,38,1/7/17,@,SAS,L,85,102,92.2,110.6,92.2,0.333,0.28,0.494,52.7,60,5.4,7.3,,0.427,14.9,19,0.28,,0.478,6.7,81.6,0.191
CHO,39,1/10/17,@,HOU,L,114,121,114.2,121.2,99.8,0.098,0.467,0.594,49.4,68.2,3,9.3,,0.582,10.3,11.6,0.076,,0.591,9.4,86.4,0.293
CHO,40,1/13/17,@,PHI,L,93,102,99.8,109.4,93.2,0.376,0.271,0.469,51.9,39.3,12.9,5.3,,0.365,16.1,36.4,0.365,,0.566,19.1,71.4,0.211
CHO,41,1/16/17,@,BOS,L,98,108,106.7,117.6,91.8,0.198,0.291,0.524,48.8,65.8,4.4,8.9,,0.488,10.5,21.7,0.163,,0.589,12,80,0.107
CHO,42,1/18/17,,POR,W,107,85,110.8,88,96.6,0.195,0.299,0.566,50.5,68.3,11.4,11.1,,0.534,11.3,18.6,0.161,,0.394,13.2,74.1,0.117
CHO,43,1/20/17,,TOR,W,113,78,122.6,84.6,92.2,0.313,0.313,0.621,60.7,60,9.8,7.1,,0.575,13.3,30.6,0.263,,0.378,11.5,83.3,0.151
CHO,44,1/21/17,,BRK,W,112,105,112.9,105.9,99.2,0.268,0.366,0.611,53.5,66.7,7.1,8.5,,0.561,12.4,14.3,0.244,,0.528,11.3,90.9,0.136
CHO,45,1/23/17,,WAS,L,99,109,104.1,114.6,95.1,0.278,0.356,0.49,47.8,68.6,7.4,9.1,,0.433,7.3,22.2,0.233,,0.6,13.8,86.1,0.163
CHO,46,1/25/17,,GSW,L,103,113,103.8,113.9,99.2,0.228,0.25,0.509,51.2,68.4,6,11.1,,0.451,12.1,25,0.217,,0.543,11.3,86.1,0.293
CHO,47,1/27/17,@,NYK,L,107,110,108.2,111.3,98.9,0.167,0.411,0.554,49.5,45,5.1,5.8,,0.517,11.9,19.6,0.156,,0.526,9,77.6,0.094
CHO,48,1/28/17,,SAC,L,106,109,119.9,123.3,88.4,0.32,0.493,0.619,47.2,66.7,4.5,13.5,,0.56,11.4,18.9,0.293,,0.589,9.1,77.1,0.203
CHO,49,1/31/17,@,POR,L,98,115,99.8,117.1,98.2,0.301,0.373,0.521,45.2,60.6,3.1,9.7,,0.464,8.7,7,0.253,,0.511,7.2,78,0.215
CHO,50,2/1/17,@,GSW,L,111,126,109.3,124.1,101.5,0.295,0.352,0.558,48.9,84.6,3.9,6.3,,0.494,9.1,13.6,0.273,,0.599,8.9,81.3,0.115
CHO,51,2/4/17,@,UTA,L,98,105,104.7,112.1,93.6,0.22,0.402,0.545,42.7,57.1,7.5,6.3,,0.506,9.1,7,0.183,,0.549,12.4,76.1,0.198
CHO,52,2/7/17,,BRK,W,111,107,105.6,101.8,105.2,0.284,0.255,0.484,53.1,47.5,5.7,14,,0.426,5.7,22.6,0.235,,0.523,13.6,90.7,0.198
CHO,53,2/9/17,,HOU,L,95,107,94.2,106.1,100.8,0.165,0.306,0.521,52.8,70.3,7.9,10.6,,0.482,18.7,23.3,0.153,,0.523,15.1,80.4,0.184
CHO,54,2/11/17,,LAC,L,102,107,109.1,114.5,93.5,0.235,0.435,0.544,44.4,64.9,6.4,7.8,,0.512,7.9,16.7,0.176,,0.553,12.2,76.2,0.153
CHO,55,2/13/17,,PHI,L,99,105,99,105,100,0.333,0.397,0.553,39.3,55.9,11,9.4,,0.506,14.4,6.7,0.256,,0.547,16.1,76.9,0.128
CHO,56,2/15/17,@,TOR,L,85,90,90.8,96.1,93.6,0.118,0.5,0.532,48.9,65.6,9.6,11.5,,0.507,17.5,11.6,0.105,,0.452,13.2,83,0.167
CHO,57,2/23/17,@,DET,L,108,114,102.2,107.9,95.7,0.283,0.326,0.522,46.7,50,4.7,10,,0.451,6.3,9.6,0.272,,0.481,6.7,81.8,0.103
CHO,58,2/25/17,@,SAC,W,99,85,112.9,96.9,87.7,0.212,0.447,0.533,54.9,76.5,11.4,5.9,,0.482,9.7,28.9,0.2,,0.462,14.1,80.4,0.152
CHO,59,2/26/17,@,LAC,L,121,124,117.6,120.5,93.2,0.375,0.5,0.649,47.8,42.1,1,1.5,,0.588,14.7,13.5,0.338,,0.515,7.4,71.7,0.247
CHO,60,2/28/17,@,LAL,W,109,104,114.5,109.3,95.2,0.282,0.459,0.57,53.6,65.8,3.2,9.6,,0.541,11.2,25,0.2,,0.56,13.5,85,0.119
CHO,61,3/2/17,@,PHO,L,103,120,100.2,116.8,102.8,0.315,0.382,0.508,44.7,54.3,13.6,1.7,,0.449,13.6,19.1,0.258,,0.643,17,86.2,0.273
CHO,62,3/4/17,@,DEN,W,112,102,126.1,114.8,88.8,0.189,0.3,0.574,48.9,61,9,12,,0.544,4.9,27.7,0.156,,0.506,12.5,73.2,0.263
CHO,63,3/6/17,,IND,W,100,88,111,97.6,90.1,0.244,0.36,0.525,54.9,60,11.1,3.9,,0.471,9.5,27.1,0.221,,0.531,15.4,86,0.025
CHO,64,3/8/17,@,MIA,L,101,108,108.9,116.5,92.7,0.263,0.263,0.566,45.9,37.8,7.6,18.2,,0.506,11.9,15.4,0.25,,0.535,11.2,71.7,0.2
CHO,65,3/10/17,,ORL,W,121,81,139.8,93.6,86.6,0.253,0.266,0.689,58.1,72.3,6.9,10.2,,0.658,7.4,20.7,0.215,,0.441,10.5,82.2,0.184
CHO,66,3/11/17,,NOP,L,122,125,115.6,118.4,95.6,0.196,0.451,0.551,51.5,69.6,4.7,1.5,,0.515,7.5,22.4,0.167,,0.576,8.6,81.3,0.111
CHO,67,3/13/17,,CHI,L,109,115,114.2,120.5,95.4,0.204,0.312,0.538,46.8,58.1,4.2,5.8,,0.5,5.6,22.4,0.172,,0.522,9,73.3,0.207
CHO,68,3/15/17,@,IND,L,77,98,86.3,109.8,89.2,0.163,0.288,0.449,41.7,46.9,10.1,8.9,,0.419,10.4,7.1,0.125,,0.616,15.4,90,0.11
CHO,69,3/18/17,,WAS,W,98,93,105.3,100,93,0.329,0.293,0.522,48.2,65.7,8.6,17.4,,0.482,6.9,14.3,0.232,,0.437,11.5,81.4,0.304
CHO,70,3/20/17,,ATL,W,105,90,118.5,101.5,88.6,0.25,0.375,0.591,42.3,70,13.5,8.5,,0.575,7.3,13.2,0.163,,0.512,14.5,70,0.048
CHO,71,3/22/17,@,ORL,W,109,102,118.9,111.3,91.7,0.2,0.3,0.557,50,57.1,9.8,6.3,,0.517,9.3,28.6,0.178,,0.534,13.2,70.5,0.091
CHO,72,3/24/17,,CLE,L,105,112,113.6,121.2,92.4,0.267,0.422,0.522,52.5,47.4,6.5,8.2,,0.478,8.2,28.6,0.211,,0.615,12.4,90.3,0.284
CHO,73,3/26/17,,PHO,W,120,106,128.2,113.3,93.6,0.276,0.345,0.615,51.3,69,8.5,3.1,,0.563,6.7,20.5,0.253,,0.543,11.7,80.5,0.222
CHO,74,3/28/17,,MIL,L,108,118,119.8,130.9,90.2,0.363,0.35,0.582,42.5,64.1,7.8,2.3,,0.531,2.1,11.4,0.288,,0.716,14.7,89.7,0.162
CHO,75,3/29/17,@,TOR,W,110,106,122.8,118.3,89.6,0.244,0.372,0.577,46.3,59,6.7,3.8,,0.547,7.7,26.2,0.186,,0.524,12.2,67.5,0.229
CHO,76,3/31/17,,DEN,W,122,114,128.3,119.9,95.1,0.349,0.419,0.615,46.7,65,10.5,19.3,,0.564,5.7,20.4,0.291,,0.589,12.1,76.7,0.089
CHO,77,4/2/17,@,OKC,W,113,101,109.2,97.6,103.5,0.416,0.39,0.62,46.8,54.1,17.4,9.4,,0.552,14.9,7.9,0.364,,0.536,21.2,82.9,0.131
CHO,78,4/4/17,@,WAS,L,111,118,116.6,123.9,95.2,0.278,0.43,0.626,50.7,52.5,5.3,5.9,,0.582,15.3,23.1,0.241,,0.606,11.4,82.4,0.176
CHO,79,4/5/17,,MIA,L,99,112,113.2,128,87.5,0.308,0.321,0.559,47.4,54.3,2.3,15.9,,0.5,6.3,10.8,0.269,,0.601,6.3,82.1,0.131
CHO,80,4/8/17,,BOS,L,114,121,117.9,125.2,96.7,0.381,0.333,0.581,49.4,57.9,5.2,10.4,,0.506,6.7,15.6,0.345,,0.615,8.7,87.5,0.161
CHO,81,4/10/17,@,MIL,L,79,89,90.8,102.3,87,0.16,0.222,0.455,45.9,63.6,12.6,9.8,,0.438,9.4,15.6,0.099,,0.551,16.6,80,0.038
CHO,82,4/11/17,@,ATL,L,76,103,84.1,113.9,90.4,0.216,0.261,0.394,44.4,55.2,12.2,1.9,,0.347,11.9,27.8,0.17,,0.563,15.5,69.4,0.177
ORL,1,10/26/16,,MIA,L,96,108,101.8,114.5,94.3,0.315,0.202,0.474,46.4,58.8,5.3,4.9,,0.416,9.8,29.4,0.247,,0.505,8.8,65.2,0.103
ORL,2,10/28/16,@,DET,L,82,108,86.1,113.3,95.3,0.126,0.274,0.409,45.4,60.6,8.4,3.9,,0.389,8.2,24.1,0.084,,0.542,10.9,76.9,0.053
ORL,3,10/29/16,@,CLE,L,99,105,102.6,108.8,96.5,0.31,0.333,0.519,55.6,55.3,6.2,9.8,,0.5,17.3,32.5,0.179,,0.472,8.2,74,0.25
ORL,4,11/1/16,@,PHI,W,103,101,108.9,106.7,94.6,0.183,0.269,0.513,48.1,69,7.4,9.8,,0.484,9.1,25.5,0.14,,0.549,14.6,79.4,0.148
ORL,5,11/3/16,,SAC,W,102,94,112.9,104.1,90.3,0.274,0.357,0.542,53,63.2,5.5,6.5,,0.512,12.9,31.7,0.19,,0.519,13.8,73.8,0.138
ORL,6,11/5/16,,WAS,W,88,86,102.4,100.1,85.9,0.346,0.359,0.49,46.7,67.7,4.7,8.7,,0.455,8.2,22.2,0.218,,0.43,9.7,70.2,0.14
ORL,7,11/7/16,@,CHI,L,80,112,85.1,119.2,94,0.071,0.353,0.456,41.1,84.8,6.4,8.6,,0.441,13.8,12.8,0.059,,0.489,7.2,68.8,0.281
ORL,8,11/9/16,,MIN,L,107,123,116,133.4,92.2,0.353,0.282,0.545,46.4,52.6,2.2,7.8,,0.494,8.4,25.5,0.271,,0.592,5.7,73,0.23
ORL,9,11/11/16,,UTA,L,74,87,83.3,98,88.8,0.244,0.256,0.428,45.3,50,12.4,11.3,,0.385,12.2,16.7,0.179,,0.451,14.6,74.5,0.173
ORL,10,11/13/16,@,OKC,W,119,117,123.6,121.5,96.3,0.233,0.279,0.628,47.5,52.2,4.2,10.4,,0.599,8.7,21.1,0.186,,0.549,8.8,71.4,0.174
ORL,11,11/14/16,@,IND,L,69,88,73.7,94,93.6,0.155,0.298,0.385,51.5,44.4,3.2,7.7,,0.351,13.5,17.6,0.119,,0.433,8.7,86,0.111
